name,address,phone,website,plus_code,lat,lon,result_index,area,city,location_type,source_file,formatted_address,vicinity,place_id,rating,user_ratings_total,types,osm_display_name,osm_place_id,photon_source
GOPCHI TOURS AND TRAVELS,"MD Rd, Haibargaon, Nagaon, Assam 782001",070029 10570,,"9M3J+7F Nagaon, Assam",26.3514459,92.6750092,1,rentals Haibargaon,nagaon,car,results_car_rentals_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
DK TRAVELING,"Haibargaon, Nagaon, Assam 782001",093659 19249,,"9M4F+J9 Nagaon, Assam",26.3514459,92.6750092,3,rentals Haibargaon,nagaon,car,results_car_rentals_Haibargaon_Nagaon.json,,,,,,,"Haibargaon, Nagaon, Assam, 782001, India",222023230.0,
GG Self Drive Car Rental Service,"Paramananda Path, Panigaon, Nagaon, Assam 782003",,,"9P33+PX Nagaon, Assam",26.3542443,92.6970396,4,rentals Haibargaon,nagaon,car,results_car_rentals_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Service,"Ramakrishna Rd, Kenyapatty, Nagaon, Assam 782001",099540 56775,asom.in,"9M3R+3M Nagaon, Assam",26.352039,92.6906592,7,rentals Haibargaon,nagaon,car,results_car_rentals_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Madhurjoo..tour and travels..agency....,"Club Rd, Gandhi Bagh, Tarapur, Silchar, Assam 788001",093650 64837,,"RQHW+8V Silchar, Assam",24.8270921,92.798397,5,rentals Janiganj Bazaar,silchar,car,results_car_rentals_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Car booking silchar,"Devdoot Point, Gandhi Bagh, Tarapur, Silchar, Assam 788001",070025 04711,,"RQHX+CW Silchar, Assam",24.8270921,92.798397,8,rentals Janiganj Bazaar,silchar,car,results_car_rentals_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
GOPCHI TOURS AND TRAVELS,"MD Rd, Haibargaon, Nagaon, Assam 782001",070029 10570,,"9M3J+7F Nagaon, Assam",26.3514459,92.6750092,1,rentals Kaliabor,nagaon,car,results_car_rentals_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
GG Self Drive Car Rental Service,"Paramananda Path, Panigaon, Nagaon, Assam 782003",,,"9P33+PX Nagaon, Assam",26.3542443,92.6970396,3,rentals Kaliabor,nagaon,car,results_car_rentals_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Godspeed Auto Selfdrive & Travels,"Housing Complex, E Amolapatty, Nagaon, Assam 782003",,,"9M4X+RV Nagaon, Assam",26.354847,92.6869711,4,rentals Kaliabor,nagaon,car,results_car_rentals_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Service,"Ramakrishna Rd, Kenyapatty, Nagaon, Assam 782001",099540 56775,asom.in,"9M3R+3M Nagaon, Assam",26.352039,92.6906592,6,rentals Kaliabor,nagaon,car,results_car_rentals_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Anshuman Travels,"Ramakrishna Rd, Kenyapatty, Nagaon, Assam 782001",099540 56775,asom.in,"9M3R+3M Nagaon, Assam",26.352039,92.6906592,7,rentals Kaliabor,nagaon,car,results_car_rentals_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
DK TRAVELING,"Haibargaon, Nagaon, Assam 782001",093659 19249,,"9M4F+J9 Nagaon, Assam",26.3514459,92.6750092,8,rentals Kaliabor,nagaon,car,results_car_rentals_Kaliabor_Nagaon.json,,,,,,,"Haibargaon, Nagaon, Assam, 782001, India",222023230.0,
GOPCHI TOURS AND TRAVELS,"MD Rd, Haibargaon, Nagaon, Assam 782001",070029 10570,,"9M3J+7F Nagaon, Assam",26.3514459,92.6750092,1,rentals Kampur,nagaon,car,results_car_rentals_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
GG Self Drive Car Rental Service,"Paramananda Path, Panigaon, Nagaon, Assam 782003",,,"9P33+PX Nagaon, Assam",26.3542443,92.6970396,2,rentals Kampur,nagaon,car,results_car_rentals_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
KAZIRANGA SELF DRIVE,"Jatia, Kahilipara, Guwahati, Assam 781019",062813 84094,kazirangaselfdrive.com,"4QVF+QX Kahilipara, Guwahati, Assam",26.154512,91.7700322,3,rentals Kampur,nagaon,car,results_car_rentals_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
Godspeed Auto Selfdrive & Travels,"Housing Complex, E Amolapatty, Nagaon, Assam 782003",,,"9M4X+RV Nagaon, Assam",26.354847,92.6869711,7,rentals Kampur,nagaon,car,results_car_rentals_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
Onroadz Guwahati,"Sarbodaya Nagar, Chandmari, Guwahati, Assam 781021",097076 28882,onroadzguwahati.com,"5QJG+Q8 Guwahati, Assam",26.1841165,91.7740906,8,rentals Kampur,nagaon,car,results_car_rentals_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
Madhurjoo..tour and travels..agency....,"Club Rd, Gandhi Bagh, Tarapur, Silchar, Assam 788001",093650 64837,,"RQHW+8V Silchar, Assam",24.8270921,92.798397,5,rentals Khaspur,silchar,car,results_car_rentals_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
GOPCHI TOURS AND TRAVELS,"MD Rd, Haibargaon, Nagaon, Assam 782001",070029 10570,,"9M3J+7F Nagaon, Assam",26.3514459,92.6750092,1,rentals Raha,nagaon,car,results_car_rentals_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
GG Self Drive Car Rental Service,"Paramananda Path, Panigaon, Nagaon, Assam 782003",,,"9P33+PX Nagaon, Assam",26.3542443,92.6970396,2,rentals Raha,nagaon,car,results_car_rentals_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Godspeed Auto Selfdrive & Travels,"Housing Complex, E Amolapatty, Nagaon, Assam 782003",,,"9M4X+RV Nagaon, Assam",26.354847,92.6869711,5,rentals Raha,nagaon,car,results_car_rentals_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Onroadz Guwahati,"Sarbodaya Nagar, Chandmari, Guwahati, Assam 781021",097076 28882,onroadzguwahati.com,"5QJG+Q8 Guwahati, Assam",26.1841165,91.7740906,6,rentals Raha,nagaon,car,results_car_rentals_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
GOPCHI TOURS AND TRAVELS,"MD Rd, Haibargaon, Nagaon, Assam 782001",070029 10570,,"9M3J+7F Nagaon, Assam",26.3514459,92.6750092,1,rentals Rupohihat,nagaon,car,results_car_rentals_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
GG Self Drive Car Rental Service,"Paramananda Path, Panigaon, Nagaon, Assam 782003",,,"9P33+PX Nagaon, Assam",26.3542443,92.6970396,3,rentals Rupohihat,nagaon,car,results_car_rentals_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
Service,"Ramakrishna Rd, Kenyapatty, Nagaon, Assam 782001",099540 56775,asom.in,"9M3R+3M Nagaon, Assam",26.352039,92.6906592,5,rentals Rupohihat,nagaon,car,results_car_rentals_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
Anshuman Travels,"Ramakrishna Rd, Kenyapatty, Nagaon, Assam 782001",099540 56775,asom.in,"9M3R+3M Nagaon, Assam",26.352039,92.6906592,6,rentals Rupohihat,nagaon,car,results_car_rentals_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
Godspeed Auto Selfdrive & Travels,"Housing Complex, E Amolapatty, Nagaon, Assam 782003",,,"9M4X+RV Nagaon, Assam",26.354847,92.6869711,7,rentals Rupohihat,nagaon,car,results_car_rentals_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
GG Self Drive Car Rental Service,"Paramananda Path, Panigaon, Nagaon, Assam 782003",,,"9P33+PX Nagaon, Assam",26.3542443,92.6970396,1,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
GOPCHI TOURS AND TRAVELS,"MD Rd, Haibargaon, Nagaon, Assam 782001",070029 10570,,"9M3J+7F Nagaon, Assam",26.3514459,92.6750092,2,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
CAR RENT SERVICE,"SH 3, Pub Larimukh, Assam 782120",,,"GR7P+9J Pub Larimukh, Assam",26.39346765,92.79870480619512,4,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
GoRidez,"near Kali Mandir, Hengrabari, Guwahati, Assam 781036",087610 80440,goridez.com,"4RX2+RM Guwahati, Assam",26.1684203,91.7493171,5,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
KAZIRANGA SELF DRIVE,"Jatia, Kahilipara, Guwahati, Assam 781019",062813 84094,kazirangaselfdrive.com,"4QVF+QX Kahilipara, Guwahati, Assam",26.154512,91.7700322,6,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Godspeed Auto Selfdrive & Travels,"Housing Complex, E Amolapatty, Nagaon, Assam 782003",,,"9M4X+RV Nagaon, Assam",26.354847,92.6869711,7,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Madhurjoo..tour and travels..agency....,"Club Rd, Gandhi Bagh, Tarapur, Silchar, Assam 788001",093650 64837,,"RQHW+8V Silchar, Assam",24.8270921,92.798397,7,rentals Srikona Bara Bazaar,silchar,car,results_car_rentals_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Madhurjoo..tour and travels..agency....,"Club Rd, Gandhi Bagh, Tarapur, Silchar, Assam 788001",093650 64837,,"RQHW+8V Silchar, Assam",24.8270921,92.798397,2,rentals Tarapur,silchar,car,results_car_rentals_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Car booking silchar,"Devdoot Point, Gandhi Bagh, Tarapur, Silchar, Assam 788001",070025 04711,,"RQHX+CW Silchar, Assam",24.8270921,92.798397,6,rentals Tarapur,silchar,car,results_car_rentals_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
CT ride Cab Service,"Swamiji Rd, Itkhola, Tarapur, Silchar, Assam 788001",094018 18080,,"RQMX+CC Silchar, Assam",24.833918976147555,92.80075052422816,8,rentals Tarapur,silchar,car,results_car_rentals_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Adventurecarz,"MA Road, Krishna Mandir Path, near Banik Nagar, Rehabari, Guwahati, Assam 781008",070024 57987,instagram.com,"5QC2+RM Guwahati, Assam",26.1089145,91.8100154,1,rentals Ulubari,guwahati,car,results_car_rentals_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Car Rental Guwahati | EzyRide,"Assam Trunk Rd, Paltan Bazaar, Guwahati, Assam 781001",080 6964 5044,,"5PJW+6J Guwahati, Assam",26.1823701,91.7501234,2,rentals Ulubari,guwahati,car,results_car_rentals_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Northeast Rentals,"Bye Lane 12, Lachit Nagar, Rajgarh, Guwahati, Assam 781007",076360 46479,northeastrentals.in,"5QC9+GC Guwahati, Assam",26.17214615004197,91.76884096372572,6,rentals Ulubari,guwahati,car,results_car_rentals_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Crazy Carz,"Uzan bazar, Jahaz, ghat, Guwahati, Assam 781004",060038 37342,crazycarz.in,"5QV6+HH Guwahati, Assam",26.19187435,91.7556458,1,rentals Uzan Bazaar,guwahati,car,results_car_rentals_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Car Rental Guwahati | EzyRide,"Assam Trunk Rd, Paltan Bazaar, Guwahati, Assam 781001",080 6964 5044,,"5PJW+6J Guwahati, Assam",26.1823701,91.7501234,5,rentals Uzan Bazaar,guwahati,car,results_car_rentals_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Zoo Road Rentals,"Zoo Rd, Tarun Nagar, Guwahati, Assam 781024",088110 57967,instagram.com,"5Q7G+Q7 Guwahati, Assam",26.1726372,91.7643344,1,rentals Zoo Road,guwahati,car,results_car_rentals_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Onroadz Guwahati,"Sarbodaya Nagar, Chandmari, Guwahati, Assam 781021",097076 28882,onroadzguwahati.com,"5QJG+Q8 Guwahati, Assam",26.1841165,91.7740906,2,rentals Zoo Road,guwahati,car,results_car_rentals_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
RK Rentals | Self-Drive Car Rental in Guwahati | Bike Rental in Guwahati,"Nilgiri Path, Ambikagirinagar, Guwahati, Assam 781024",086388 70746,instagram.com,"5QCH+F9 Guwahati, Assam",26.1818507,91.7942583,3,rentals Zoo Road,guwahati,car,results_car_rentals_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Nextgear rentals! Self-drive car and bike rental,"Zoo Road Tiniali, Zoo Tiniali, Guwahati, Assam 781034",081358 29196,instagram.com,"5QFG+XJ Guwahati, Assam",26.1753871,91.7774522,5,rentals Zoo Road,guwahati,car,results_car_rentals_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
"Salvation Army Church, Silchar Boys Home IET","Punjab national Bank, 788005, Silchar, 788005",03842 220 636,,"RQ7X+W6 Silchar, Assam",24.8076698,92.7951287,5,Ambicapatty,silchar,churches,results_churches_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Hebron Baptist Church,"RQJQ+62R, Tarapur, Silchar, Assam 788003",,,RQJQ+62R,24.819358,92.795703,6,Ambicapatty,silchar,churches,results_churches_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Badarpur Church,"Chapra, Badarpur, Assam 788806",,,"VHG5+F5 Badarpur, Assam",24.8199645,92.49167641087158,1,Badarpur,silchar,churches,results_churches_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
PRESBYTERIAN CHURCH OF INDIA,"8MWQ+PG6, Christianpatty, Nagaon, Assam 782001",094016 99596,,8MWQ+PG6,26.3510707,92.6878774,4,Bordowa,nagaon,churches,results_churches_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Hmar Christian Fellowship,"RQJQ+737, Tarapur, Silchar, Assam 788003",,,RQJQ+737,24.819358,92.795703,6,Dolu Lake surroundings,silchar,churches,results_churches_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
UCC - Union Christian Church,"982C+9X Church, Road, Central Namghar, Duliajan, Assam 786602",,,982C+9X,27.3515144,95.3212398,2,Duliajan,dibrugarh,churches,results_churches_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Gandhibagh Park,"RQGX+V7Q, Gandhi Bagh, Tarapur, Silchar, Assam 788001",,,RQGX+V7Q,24.8270921,92.798397,3,Gandhibag Park area,silchar,churches,results_churches_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Hebron Baptist Church,"RQJQ+62R, Tarapur, Silchar, Assam 788003",,,RQJQ+62R,24.819358,92.795703,6,Gandhibag Park area,silchar,churches,results_churches_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
PRESBYTERIAN CHURCH OF INDIA,"8MWQ+PG6, Christianpatty, Nagaon, Assam 782001",094016 99596,,8MWQ+PG6,26.3510707,92.6878774,4,Haibargaon,nagaon,churches,results_churches_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
"Salvation Army Church, Silchar Boys Home IET","Punjab national Bank, 788005, Silchar, 788005",03842 220 636,,"RQ7X+W6 Silchar, Assam",24.8076698,92.7951287,5,Janiganj Bazaar,silchar,churches,results_churches_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Hmar Christian Fellowship,"RQJQ+737, Tarapur, Silchar, Assam 788003",,,RQJQ+737,24.819358,92.795703,6,Janiganj Bazaar,silchar,churches,results_churches_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
PRESBYTERIAN CHURCH OF INDIA,"8MWQ+PG6, Christianpatty, Nagaon, Assam 782001",094016 99596,,8MWQ+PG6,26.3510707,92.6878774,4,Kaliabor,nagaon,churches,results_churches_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Hebron Baptist Church,"RQJQ+62R, Tarapur, Silchar, Assam 788003",,,RQJQ+62R,24.819358,92.795703,5,Khaspur,silchar,churches,results_churches_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Hmar Christian Fellowship,"RQJQ+737, Tarapur, Silchar, Assam 788003",,,RQJQ+737,24.819358,92.795703,6,Khaspur,silchar,churches,results_churches_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Beltola Prayer House,"4CX6+32, Gegera N.C., Assam 782412",,,4CX6+32,2.8154525,-60.7623744,6,Raha,nagaon,churches,results_churches_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
PRESBYTERIAN CHURCH OF INDIA,"8MWQ+PG6, Christianpatty, Nagaon, Assam 782001",094016 99596,,8MWQ+PG6,26.3510707,92.6878774,3,Rupohihat,nagaon,churches,results_churches_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
Barbasti Catholic Church,"Udmari Gaon, Charmung Gaon, Assam 782140",,,"9VVV+GH Udmari Gaon, Assam",26.2051641,92.5417275,3,Samaguri,nagaon,churches,results_churches_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Hmar Christian Fellowship,"RQJQ+737, Tarapur, Silchar, Assam 788003",,,RQJQ+737,24.819358,92.795703,5,Srikona Bara Bazaar,silchar,churches,results_churches_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Hmar Christian Fellowship,"RQJQ+737, Tarapur, Silchar, Assam 788003",,,RQJQ+737,24.819358,92.795703,3,Tarapur,silchar,churches,results_churches_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Hebron Baptist Church,"RQJQ+62R, Tarapur, Silchar, Assam 788003",,,RQJQ+62R,24.819358,92.795703,4,Tarapur,silchar,churches,results_churches_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
North East India Baptist Bible College,"RRH3+Q2C, Court Road, Tarapur, Silchar, Assam 788001",03842 233 870,neibbcs.org.in,RRH3+Q2C,24.829682568144023,92.80208603960833,6,Tarapur,silchar,churches,results_churches_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
"C.N.I Christ Church, Guwahati (খ্ৰীষ্টান গীৰ্জাঘৰ)","5PQW+FR4, MG Rd, Pan Bazaar, Guwahati, Assam 781001",0361 254 4096,,5PQW+FR4,26.1877846,91.746531,3,Uzan Bazaar,guwahati,churches,results_churches_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
MarThoma Church Community Centre,"Happy Villa, Uzan Bazar, Guwahati, Assam 781003",080110 87874,marthoma.in,"5QQ6+P8 Guwahati, Assam",26.19187435,91.7556458,4,Uzan Bazaar,guwahati,churches,results_churches_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
AG Church Guwahati,"21, Kanaklata Path, Lachit Nagar, Guwahati, Assam 781007",096781 38229,,"5Q98+9G Guwahati, Assam",26.13291975,91.81247611779334,3,Zoo Road,guwahati,churches,results_churches_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Dispur Baptist Church,"5Q4H+8J7, GS Rd, Christian Basti, Guwahati, Assam 781005",096130 54427,,5Q4H+8J7,26.1551026,91.78227004033737,4,Zoo Road,guwahati,churches,results_churches_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,1,Bordowa,nagaon,cinemas,results_cinemas_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Upahar,"room 4, Stadium Market, A.T Road, Nagaon, Assam 782001",091010 03722,,"8MXM+WJ Nagaon, Assam",26.3507875,92.68461767315618,4,Bordowa,nagaon,cinemas,results_cinemas_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,1,Dhing,nagaon,cinemas,results_cinemas_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Galleria Cinema,"ATC Mall, GNB Rd, Senairam Bazar, Tinsukia, Assam 786125",088765 65005,,"F9R6+QJ Tinsukia, Assam",27.4919432,95.3616683,6,Duliajan,dibrugarh,cinemas,results_cinemas_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,1,Haibargaon,nagaon,cinemas,results_cinemas_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
M Baazar Silchar,"Devdoot Cinema Hall, Club Rd, Tarapur, Silchar, Assam 788001",075759 71543,mbaazar.in,"RQHX+GW Silchar, Assam",24.8288775,92.7997706,7,Janiganj Bazaar,silchar,cinemas,results_cinemas_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,2,Kaliabor,nagaon,cinemas,results_cinemas_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Upahar,"room 4, Stadium Market, A.T Road, Nagaon, Assam 782001",091010 03722,,"8MXM+WJ Nagaon, Assam",26.3507875,92.68461767315618,4,Kaliabor,nagaon,cinemas,results_cinemas_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,2,Kampur,nagaon,cinemas,results_cinemas_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
Galleria Cinema,"ATC Mall, GNB Rd, Senairam Bazar, Tinsukia, Assam 786125",088765 65005,,"F9R6+QJ Tinsukia, Assam",27.4919432,95.3616683,3,Naharkatia,dibrugarh,cinemas,results_cinemas_Naharkatia_Dibrugarh.json,,,,,,,,,photon.komoot.io
Rangghar Cinema & Shopping Complex,"GNB Rd, Tinsukia, Assam 786125",076380 68187,rangghargroup.com,"F9Q3+7X Tinsukia, Assam",27.4890518,95.3564779,4,Naharkatia,dibrugarh,cinemas,results_cinemas_Naharkatia_Dibrugarh.json,,,,,,,"GNB Road, Daily Bazaar, Tinsukia, Assam, 786100, India",223980739.0,
Sohum Mall,"Junction Mall, RKB Path, Dibrugarh, Assam 786001",0373 232 6183,,"FWH4+R2 Dibrugarh, Assam",27.4647373,94.9371639,6,Naharkatia,dibrugarh,cinemas,results_cinemas_Naharkatia_Dibrugarh.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,1,Raha,nagaon,cinemas,results_cinemas_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Gold Digital Cinema,"C Complex, A.S.T, Paltan Bazaar, Guwahati, Assam 781008",0361 273 5281,goldcinema.co,"5QJ2+C6 Guwahati, Assam",26.1823701,91.7501234,6,Raha,nagaon,cinemas,results_cinemas_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,1,Rupohihat,nagaon,cinemas,results_cinemas_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
Upahar,"room 4, Stadium Market, A.T Road, Nagaon, Assam 782001",091010 03722,,"8MXM+WJ Nagaon, Assam",26.3507875,92.68461767315618,4,Rupohihat,nagaon,cinemas,results_cinemas_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
Divyajyoti Cinema Hall,"9M3C+4GX, Haibargaon, Nagaon, Assam 782002",090858 25505,,9M3C+4GX,26.3514459,92.6750092,2,Samaguri,nagaon,cinemas,results_cinemas_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Gold Digital Cinema,"C Complex, A.S.T, Paltan Bazaar, Guwahati, Assam 781008",0361 273 5281,goldcinema.co,"5QJ2+C6 Guwahati, Assam",26.1823701,91.7501234,5,Samaguri,nagaon,cinemas,results_cinemas_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Grande Cines,"Grand Plaza, GS Rd, Paltan Bazaar, Guwahati, Assam 781008",098540 17771,,"5QH2+XH Guwahati, Assam",26.1799995,91.751514,1,Uzan Bazaar,guwahati,cinemas,results_cinemas_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Gold Digital Cinema,"C Complex, A.S.T, Paltan Bazaar, Guwahati, Assam 781008",0361 273 5281,goldcinema.co,"5QJ2+C6 Guwahati, Assam",26.1823701,91.7501234,2,Uzan Bazaar,guwahati,cinemas,results_cinemas_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Kelvin Cinema,"5PHR+GWF, Assam Trunk Rd, Fancy Bazaar, Guwahati, Assam 781001",,,5PHR+GWF,26.1786131509092,91.73439906998487,3,Uzan Bazaar,guwahati,cinemas,results_cinemas_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Grand Plaza,"GS Rd, Paltan Bazaar, Guwahati, Assam 781008",,,"5QH2+XH Guwahati, Assam",26.1794742,91.7525068,4,Uzan Bazaar,guwahati,cinemas,results_cinemas_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Silchar Liver Care Clinic & Diagnostic centre,"Meherpur, Birbal Bazar, Silchar, Assam 788015",,,"QQRV+28 Silchar, Assam",24.7900403,92.7933525,6,Ambicapatty,silchar,clinics,results_clinics_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Apollo Clinic,"A.T Road, near Axis Bank, Haibargaon, Nagaon, Assam 782001",092879 97300,apolloclinicguwahati.co.in,"8MXF+WH Nagaon, Assam",26.3571901,92.6754505,2,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Breathe Wellness Centre,"SAMADAR PATTY, Haibargaon, Nagaon, Assam 782001",,,"8MXH+PW Nagaon, Assam",26.3514459,92.6750092,3,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Dr Palash Boruah PT,"MD Rd, Haibargaon, Nagaon, Assam 782001",091011 53986,linkedin.com,"9M4M+CG Nagaon, Assam",26.3514459,92.6750092,4,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Doctor's Clinic,"Telia pani gaon, Assam 782003",060002 53265,,"9M8W+62 Nagaon, Assam",26.2329777,92.520881,5,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Health Care Laboratory | Dhing town,"Nagaon road, Dhing, Nagaon, Assam 782123",096780 07311,,"FF5J+M8 Dhing, Assam",26.4674,92.5418691,1,Dhing,nagaon,clinics,results_clinics_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Dhing FRU Hospital,"FF4P+78X, Dhing, Assam 782123",03672 260 021,,FF4P+78X,26.4582273,92.4819173,2,Dhing,nagaon,clinics,results_clinics_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Health Multispeciality Clinic,"Dhing, Assam 782123",088224 57160,,"FF5J+PF Dhing, Assam",26.4582273,92.4819173,3,Dhing,nagaon,clinics,results_clinics_Dhing_Nagaon.json,,,,,,,"Dhing, Nagaon, Assam, 782123, India",223680942.0,
