name,address,phone,website,plus_code,photon_source,lat,lon,result_index,area,city,location_type,source_file,formatted_address,vicinity,place_id,rating,user_ratings_total,types,osm_display_name,osm_place_id
Dihingvalley Travels,,078963 50077,,"984C+FQ Duliajan, Assam",photon.komoot.io,27.355045,95.32185219840927,2,rentals Duliajan,dibrugarh,car,results_car_rentals_Duliajan_Dibrugarh.json,,,,,,,,
Car Rental Guwahati | EzyRide,,080 6964 5044,,"5PJW+6J Guwahati, Assam",photon.komoot.io,26.1823701,91.7501234,1,rentals Fancy Bazaar,guwahati,car,results_car_rentals_Fancy_Bazaar_Guwahati.json,,,,,,,,
Crazy Carz,,060038 37342,crazycarz.in,"5QV6+HH Guwahati, Assam",photon.komoot.io,26.19187435,91.7556458,2,rentals Fancy Bazaar,guwahati,car,results_car_rentals_Fancy_Bazaar_Guwahati.json,,,,,,,,
Adventurecarz,,070024 57987,instagram.com,"5QC2+RM Guwahati, Assam",photon.komoot.io,26.1089145,91.8100154,3,rentals Fancy Bazaar,guwahati,car,results_car_rentals_Fancy_Bazaar_Guwahati.json,,,,,,,,
Guwahati,,,,"5PMW+MX Guwahati, Assam",photon.komoot.io,26.1823701,91.7501234,8,rentals Fancy Bazaar,guwahati,car,results_car_rentals_Fancy_Bazaar_Guwahati.json,,,,,,,,
HTCARZ - Self Drive Car Rental Service,,086387 05145,htcarz.com,"4QXJ+VV Guwahati, Assam",photon.komoot.io,26.1818507,91.7942583,1,rentals Ganeshguri,guwahati,car,results_car_rentals_Ganeshguri_Guwahati.json,,,,,,,,
Simran Travels Limited,,0361 234 7777,simrantravels.org,"5Q5H+4W Guwahati, Assam",photon.komoot.io,26.157979148179727,91.7799562303829,7,rentals Ganeshguri,guwahati,car,results_car_rentals_Ganeshguri_Guwahati.json,,,,,,,,
DK TRAVELING,,093659 19249,,"9M4F+J9 Nagaon, Assam",,26.3514459,92.6750092,3,rentals Haibargaon,nagaon,car,results_car_rentals_Haibargaon_Nagaon.json,,,,,,,"Haibargaon, Nagaon, Assam, 782001, India",222023230.0
Pick Cars,,088226 96074,,"4QGP+R7 Guwahati, Assam",photon.komoot.io,26.1291306,91.7794845,8,rentals Hatigaon,guwahati,car,results_car_rentals_Hatigaon_Guwahati.json,,,,,,,,
Chalo Apni Rides - Self driving car for Northeast,,070026 41316,chaloapnirides.com,"5P2V+W6 Guwahati, Assam",photon.komoot.io,26.1726728,91.7635131,8,rentals Kahilipara,guwahati,car,results_car_rentals_Kahilipara_Guwahati.json,,,,,,,,
KAZIRANGA SELF DRIVE,,062813 84094,kazirangaselfdrive.com,"4QVF+QX Kahilipara, Guwahati, Assam",photon.komoot.io,26.154512,91.7700322,3,rentals Kampur,nagaon,car,results_car_rentals_Kampur_Nagaon.json,,,,,,,,
Guwahati Taxi Car Rental North East,,091014 99661,,"5QJ2+93 Guwahati, Assam",photon.komoot.io,26.1794742,91.7525068,6,rentals Paltan Bazaar,guwahati,car,results_car_rentals_Paltan_Bazaar_Guwahati.json,,,,,,,,
CAR RENT SERVICE,,,,"GR7P+9J Pub Larimukh, Assam",photon.komoot.io,26.39346765,92.79870480619512,4,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,
GoRidez,,087610 80440,goridez.com,"4RX2+RM Guwahati, Assam",photon.komoot.io,26.1684203,91.7493171,5,rentals Samaguri,nagaon,car,results_car_rentals_Samaguri_Nagaon.json,,,,,,,,
The PalanQuin Car Rentals,,097066 82446,thepalanquin.co.in,"4RP5+X2 Guwahati, Assam",photon.komoot.io,26.1355999,91.8084328,4,rentals Six Mile,guwahati,car,results_car_rentals_Six_Mile_Guwahati.json,,,,,,,,
The Weekend Rides Guwahati- self drive car rental agency,,,,"4QQX+XJ Guwahati, Assam",photon.komoot.io,26.1805978,91.753943,7,rentals Six Mile,guwahati,car,results_car_rentals_Six_Mile_Guwahati.json,,,,,,,,
MG Travels,,088129 22475,,"4RM2+GW Guwahati, Assam",photon.komoot.io,26.1382811,91.8010202,8,rentals Six Mile,guwahati,car,results_car_rentals_Six_Mile_Guwahati.json,,,,,,,,
CT ride Cab Service,,094018 18080,,"RQMX+CC Silchar, Assam",photon.komoot.io,24.833918976147555,92.80075052422816,8,rentals Tarapur,silchar,car,results_car_rentals_Tarapur_Silchar.json,,,,,,,,
Northeast Rentals,,076360 46479,northeastrentals.in,"5QC9+GC Guwahati, Assam",photon.komoot.io,26.17214615004197,91.76884096372572,6,rentals Ulubari,guwahati,car,results_car_rentals_Ulubari_Guwahati.json,,,,,,,,
Zoo Road Rentals,,088110 57967,instagram.com,"5Q7G+Q7 Guwahati, Assam",photon.komoot.io,26.1726372,91.7643344,1,rentals Zoo Road,guwahati,car,results_car_rentals_Zoo_Road_Guwahati.json,,,,,,,,
RK Rentals | Self-Drive Car Rental in Guwahati | Bike Rental in Guwahati,,086388 70746,instagram.com,"5QCH+F9 Guwahati, Assam",photon.komoot.io,26.1818507,91.7942583,3,rentals Zoo Road,guwahati,car,results_car_rentals_Zoo_Road_Guwahati.json,,,,,,,,
Nextgear rentals! Self-drive car and bike rental,,081358 29196,instagram.com,"5QFG+XJ Guwahati, Assam",photon.komoot.io,26.1753871,91.7774522,5,rentals Zoo Road,guwahati,car,results_car_rentals_Zoo_Road_Guwahati.json,,,,,,,,
"Salvation Army Church, Silchar Boys Home IET",,03842 220 636,,"RQ7X+W6 Silchar, Assam",photon.komoot.io,24.8076698,92.7951287,5,Ambicapatty,silchar,churches,results_churches_Ambicapatty_Silchar.json,,,,,,,,
Hebron Baptist Church,,,,RQJQ+62R,photon.komoot.io,24.819358,92.795703,6,Ambicapatty,silchar,churches,results_churches_Ambicapatty_Silchar.json,,,,,,,,
Badarpur Church,,,,"VHG5+F5 Badarpur, Assam",photon.komoot.io,24.8199645,92.49167641087158,1,Badarpur,silchar,churches,results_churches_Badarpur_Silchar.json,,,,,,,,
Christ: The Bearer Of The Good News Cathedral,,,,"4RM3+P9 Guwahati, Assam",photon.komoot.io,26.12613755,91.80607796413034,2,Beltola,guwahati,churches,results_churches_Beltola_Guwahati.json,,,,,,,,
PRESBYTERIAN CHURCH OF INDIA,,094016 99596,,8MWQ+PG6,photon.komoot.io,26.3510707,92.6878774,4,Bordowa,nagaon,churches,results_churches_Bordowa_Nagaon.json,,,,,,,,
"C.N.I Christ Church, Guwahati (খ্ৰীষ্টান গীৰ্জাঘৰ)",,0361 254 4096,,5PQW+FR4,photon.komoot.io,26.1877846,91.746531,3,Chandmari,guwahati,churches,results_churches_Chandmari_Guwahati.json,,,,,,,,
Hmar Christian Fellowship,,,,RQJQ+737,photon.komoot.io,24.819358,92.795703,6,Dolu Lake surroundings,silchar,churches,results_churches_Dolu_Lake_surroundings_Silchar.json,,,,,,,,
UCC - Union Christian Church,,,,982C+9X,photon.komoot.io,27.3515144,95.3212398,2,Duliajan,dibrugarh,churches,results_churches_Duliajan_Dibrugarh.json,,,,,,,,
Council of Baptist Churches in North East India (CBCNEI),,,cbcnei.org,"5PMR+X5 Guwahati, Assam",photon.komoot.io,26.18494788395747,91.7408190981376,6,Fancy Bazaar,guwahati,churches,results_churches_Fancy_Bazaar_Guwahati.json,,,,,,,,
Dispur Baptist Church,,096130 54427,,5Q4H+8J7,photon.komoot.io,26.1551026,91.78227004033737,1,Ganeshguri,guwahati,churches,results_churches_Ganeshguri_Guwahati.json,,,,,,,,
AG Church Guwahati,,096781 38229,,"5Q98+9G Guwahati, Assam",photon.komoot.io,26.13291975,91.81247611779334,6,Hatigaon,guwahati,churches,results_churches_Hatigaon_Guwahati.json,,,,,,,,
Catholic Parish Church,,,,4PGX+WJV,photon.komoot.io,26.1270411,91.7488645,7,Kahilipara,guwahati,churches,results_churches_Kahilipara_Guwahati.json,,,,,,,,
Beltola Prayer House,,,,4CX6+32,photon.komoot.io,2.8154525,-60.7623744,6,Raha,nagaon,churches,results_churches_Raha_Nagaon.json,,,,,,,,
Barbasti Catholic Church,,,,"9VVV+GH Udmari Gaon, Assam",photon.komoot.io,26.2051641,92.5417275,3,Samaguri,nagaon,churches,results_churches_Samaguri_Nagaon.json,,,,,,,,
"Parish Community Hall, Catholic Church, Rukminigaon",,,,"4RM3+R8 Guwahati, Assam",photon.komoot.io,26.12613755,91.80607796413034,3,Six Mile,guwahati,churches,results_churches_Six_Mile_Guwahati.json,,,,,,,,
Evangelical Baptist Church Guwahati,,,,"4RM5+HM Guwahati, Assam",photon.komoot.io,26.12613755,91.80607796413034,5,Six Mile,guwahati,churches,results_churches_Six_Mile_Guwahati.json,,,,,,,,
Catholic Church,,,,4RJ3+GQV,photon.komoot.io,26.14725255,91.81362718240864,6,Six Mile,guwahati,churches,results_churches_Six_Mile_Guwahati.json,,,,,,,,
North East India Baptist Bible College,,03842 233 870,neibbcs.org.in,RRH3+Q2C,photon.komoot.io,24.829682568144023,92.80208603960833,6,Tarapur,silchar,churches,results_churches_Tarapur_Silchar.json,,,,,,,,
MarThoma Church Community Centre,,080110 87874,marthoma.in,"5QQ6+P8 Guwahati, Assam",photon.komoot.io,26.19187435,91.7556458,4,Uzan Bazaar,guwahati,churches,results_churches_Uzan_Bazaar_Guwahati.json,,,,,,,,
Carnival Cinemas,,077100 97900,,"4QCX+37 Guwahati, Assam",photon.komoot.io,26.1243284,91.796421,2,Beltola,guwahati,cinemas,results_cinemas_Beltola_Guwahati.json,,,,,,,,
Divyajyoti Cinema Hall,,090858 25505,,9M3C+4GX,photon.komoot.io,26.3514459,92.6750092,1,Bordowa,nagaon,cinemas,results_cinemas_Bordowa_Nagaon.json,,,,,,,,
Upahar,,091010 03722,,"8MXM+WJ Nagaon, Assam",photon.komoot.io,26.3507875,92.68461767315618,4,Bordowa,nagaon,cinemas,results_cinemas_Bordowa_Nagaon.json,,,,,,,,
Gold Digital Cinema,,0361 273 5281,goldcinema.co,"5QJ2+C6 Guwahati, Assam",photon.komoot.io,26.1823701,91.7501234,4,Chandmari,guwahati,cinemas,results_cinemas_Chandmari_Guwahati.json,,,,,,,,
Grande Cines,,098540 17771,,"5QH2+XH Guwahati, Assam",photon.komoot.io,26.1799995,91.751514,5,Chandmari,guwahati,cinemas,results_cinemas_Chandmari_Guwahati.json,,,,,,,,
Galleria Cinema,,088765 65005,,"F9R6+QJ Tinsukia, Assam",photon.komoot.io,27.4919432,95.3616683,6,Duliajan,dibrugarh,cinemas,results_cinemas_Duliajan_Dibrugarh.json,,,,,,,,
Kelvin Cinema,,,,5PHR+GWF,photon.komoot.io,26.1786131509092,91.73439906998487,1,Fancy Bazaar,guwahati,cinemas,results_cinemas_Fancy_Bazaar_Guwahati.json,,,,,,,,
Rupashree Cinema,,,,5PHV+83C,photon.komoot.io,26.1799322,91.7362163,6,Fancy Bazaar,guwahati,cinemas,results_cinemas_Fancy_Bazaar_Guwahati.json,,,,,,,,
PVR City Centre Guwahati,,088009 00009,pvrcinemas.com,"5Q3J+WQ Guwahati, Assam",photon.komoot.io,26.1551026,91.78227004033737,1,Ganeshguri,guwahati,cinemas,results_cinemas_Ganeshguri_Guwahati.json,,,,,,,,
M Baazar Silchar,,075759 71543,mbaazar.in,"RQHX+GW Silchar, Assam",photon.komoot.io,24.8288775,92.7997706,7,Janiganj Bazaar,silchar,cinemas,results_cinemas_Janiganj_Bazaar_Silchar.json,,,,,,,,
Rangghar Cinema & Shopping Complex,,076380 68187,rangghargroup.com,"F9Q3+7X Tinsukia, Assam",,27.4890518,95.3564779,4,Naharkatia,dibrugarh,cinemas,results_cinemas_Naharkatia_Dibrugarh.json,,,,,,,"GNB Road, Daily Bazaar, Tinsukia, Assam, 786100, India",223980739.0
Sohum Mall,,0373 232 6183,,"FWH4+R2 Dibrugarh, Assam",photon.komoot.io,27.4647373,94.9371639,6,Naharkatia,dibrugarh,cinemas,results_cinemas_Naharkatia_Dibrugarh.json,,,,,,,,
Grand Plaza,,,,"5QH2+XH Guwahati, Assam",photon.komoot.io,26.1794742,91.7525068,3,Paltan Bazaar,guwahati,cinemas,results_cinemas_Paltan_Bazaar_Guwahati.json,,,,,,,,
Silchar Liver Care Clinic & Diagnostic centre,,,,"QQRV+28 Silchar, Assam",photon.komoot.io,24.7900403,92.7933525,6,Ambicapatty,silchar,clinics,results_clinics_Ambicapatty_Silchar.json,,,,,,,,
Happy Med Clinic,,069015 13942,,"4Q7X+48 Guwahati, Assam",photon.komoot.io,26.1127978,91.79837695864182,7,Beltola,guwahati,clinics,results_clinics_Beltola_Guwahati.json,,,,,,,,
Apollo Clinic,,092879 97300,apolloclinicguwahati.co.in,"8MXF+WH Nagaon, Assam",photon.komoot.io,26.3571901,92.6754505,2,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,
Breathe Wellness Centre,,,,"8MXH+PW Nagaon, Assam",photon.komoot.io,26.3514459,92.6750092,3,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,
Dr Palash Boruah PT,,091011 53986,linkedin.com,"9M4M+CG Nagaon, Assam",photon.komoot.io,26.3514459,92.6750092,4,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,
Doctor's Clinic,,060002 53265,,"9M8W+62 Nagaon, Assam",photon.komoot.io,26.2329777,92.520881,5,Bordowa,nagaon,clinics,results_clinics_Bordowa_Nagaon.json,,,,,,,,
Health Care Laboratory | Dhing town,,096780 07311,,"FF5J+M8 Dhing, Assam",photon.komoot.io,26.4674,92.5418691,1,Dhing,nagaon,clinics,results_clinics_Dhing_Nagaon.json,,,,,,,,
Dhing FRU Hospital,,03672 260 021,,FF4P+78X,photon.komoot.io,26.4582273,92.4819173,2,Dhing,nagaon,clinics,results_clinics_Dhing_Nagaon.json,,,,,,,,
Health Multispeciality Clinic,,088224 57160,,"FF5J+PF Dhing, Assam",,26.4582273,92.4819173,3,Dhing,nagaon,clinics,results_clinics_Dhing_Nagaon.json,,,,,,,"Dhing, Nagaon, Assam, 782123, India",223680942.0
GOODHEALTH CENTRE,,03842 262 285,,"RRJ2+R2 Silchar, Assam",photon.komoot.io,24.833918976147555,92.80075052422816,2,Dolu Lake surroundings,silchar,clinics,results_clinics_Dolu_Lake_surroundings_Silchar.json,,,,,,,,
K-LOVE,,069019 78440,,"9886+98 Duliajan, Assam",photon.komoot.io,27.3603892,95.3227582,2,Duliajan,dibrugarh,clinics,results_clinics_Duliajan_Dibrugarh.json,,,,,,,,
OIL INDIA HOSPITAL DULIAJAN,,0374 280 8522,,985F+MF,photon.komoot.io,27.3590638,95.3235117,3,Duliajan,dibrugarh,clinics,results_clinics_Duliajan_Dibrugarh.json,,,,,,,,
Duliajan Homoeo Clinic,,070026 44029,,"9857+6G Duliajan, Assam",photon.komoot.io,27.367223,95.306538,6,Duliajan,dibrugarh,clinics,results_clinics_Duliajan_Dibrugarh.json,,,,,,,,
Asthma Allergy Centre,,098640 63510,,"5PJQ+5V Guwahati, Assam",photon.komoot.io,26.1817393,91.7412671,2,Fancy Bazaar,guwahati,clinics,results_clinics_Fancy_Bazaar_Guwahati.json,,,,,,,,
Medicine Mart,,,,5PMV+C5V,photon.komoot.io,26.1823279,91.7407187,3,Fancy Bazaar,guwahati,clinics,results_clinics_Fancy_Bazaar_Guwahati.json,,,,,,,,
Dr Bhartia's Diabetic and Thyroid clinic,,098640 66177,,"5PMR+QM Guwahati, Assam",photon.komoot.io,26.14410686625097,91.74155866240493,5,Fancy Bazaar,guwahati,clinics,results_clinics_Fancy_Bazaar_Guwahati.json,,,,,,,,
Lohia Ayurvedic Pharmacy,,094351 96799,,"5PHV+G3 Guwahati, Assam",photon.komoot.io,26.1817549,91.7406799,7,Fancy Bazaar,guwahati,clinics,results_clinics_Fancy_Bazaar_Guwahati.json,,,,,,,,
City health Care,,099571 45220,cityhealthcare.in,"RQJX+MW Silchar, Assam",photon.komoot.io,24.81715180506508,92.78464575921272,6,Gandhibag Park area,silchar,clinics,results_clinics_Gandhibag_Park_area_Silchar.json,,,,,,,,
SWASTI HOMOEO CLINIC (Prior appointment required)/Renowned Homoeo Doctor/Homoeo Clinic/Guwahati,,099544 97725,drtirthachoudhury.in,"5Q2J+CV Guwahati, Assam",photon.komoot.io,26.1551026,91.78227004033737,7,Ganeshguri,guwahati,clinics,results_clinics_Ganeshguri_Guwahati.json,,,,,,,,
"Life Care Medical,Haibargaon",,099572 40437,facebook.com,9M5M+C4R,photon.komoot.io,26.3514459,92.6750092,5,Haibargaon,nagaon,clinics,results_clinics_Haibargaon_Nagaon.json,,,,,,,,
PrimoCare Polyclinic and Diagnostic centre,,084738 28730,,"4QHJ+JX Guwahati, Assam",photon.komoot.io,26.124568,91.7855427,5,Hatigaon,guwahati,clinics,results_clinics_Hatigaon_Guwahati.json,,,,,,,,
JB’S PHARMACY & CLINIC,,083745 15990,,"4QCM+4W Guwahati, Assam",photon.komoot.io,26.120647530890373,91.77640230157616,6,Hatigaon,guwahati,clinics,results_clinics_Hatigaon_Guwahati.json,,,,,,,,
DR G.C NATH MEDICITY ADITYA GS ROAD- Best Medicine doctor in Guwahati,,,,"4QPP+GG Guwahati, Assam",photon.komoot.io,26.136920645390223,91.78225621091325,8,Hatigaon,guwahati,clinics,results_clinics_Hatigaon_Guwahati.json,,,,,,,,
APOLLO MULTISPECIALITY TELE CLINIC AND DIAGNOSTICS NAGAON,,088224 83348,apollodiagnostics.in,"9M3P+4W Nagaon, Assam",photon.komoot.io,26.3507875,92.68461767315618,7,Kaliabor,nagaon,clinics,results_clinics_Kaliabor_Nagaon.json,,,,,,,,
Kampur Physiotherapy Doctor - Paramarsha Nagaon,,,facebook.com,"5M76+CP Kampur Town, Assam",photon.komoot.io,26.1884887,92.7369903,6,Kampur,nagaon,clinics,results_clinics_Kampur_Nagaon.json,,,,,,,,
PATIENT CARE CENTRE (Dr Lal PathLabs,,084148 94747,,"78GH+MQ Lengerijan Chah Bagicha, Assam",photon.komoot.io,27.286295,95.3258308,5,Naharkatia,dibrugarh,clinics,results_clinics_Naharkatia_Dibrugarh.json,,,,,,,,
AAROGYA HOME NURSING CARE,,078968 18835,,"78RC+8Q Naharkatia, Assam",,27.286295,95.3258308,7,Naharkatia,dibrugarh,clinics,results_clinics_Naharkatia_Dibrugarh.json,,,,,,,"Naharkatia, Naharkatiya, Dibrugarh, Assam, 786610, India",219977775.0
Oral care Multispeciality Dental Clinic,,070024 68969,,"5QH2+X9 Guwahati, Assam",photon.komoot.io,26.1806191,91.7510559,2,Paltan Bazaar,guwahati,clinics,results_clinics_Paltan_Bazaar_Guwahati.json,,,,,,,,
Dr Nripankar Saikia's clinic,,,,5QQ3+XJ5,photon.komoot.io,26.19187435,91.7556458,7,Paltan Bazaar,guwahati,clinics,results_clinics_Paltan_Bazaar_Guwahati.json,,,,,,,,
"Narayana Superspeciality Clinic, Ulubari, Guwahati",,080675 06875,narayanahealth.org,"5QC5+V6 Guwahati, Assam",photon.komoot.io,26.17440009544765,91.76759398921246,8,Paltan Bazaar,guwahati,clinics,results_clinics_Paltan_Bazaar_Guwahati.json,,,,,,,,
AffoDent Panbazar Dental clinic,,098642 72102,grexa.site,"5PPX+64 Guwahati, Assam",photon.komoot.io,26.187897424030623,91.74459480730054,1,Pan Bazaar,guwahati,clinics,results_clinics_Pan_Bazaar_Guwahati.json,,,,,,,,
NIRNAY CLINIC & DIAGNOSTICS,,087230 12333,nirnaylifecare.in,"6GHC+52 Roha, Assam",photon.komoot.io,26.2225777,92.5152684,2,Raha,nagaon,clinics,results_clinics_Raha_Nagaon.json,,,,,,,,
"Supplementary Health Centre, Raha",,,,"6GH9+29 Roha, Assam",photon.komoot.io,26.2006913,92.51459232718932,5,Raha,nagaon,clinics,results_clinics_Raha_Nagaon.json,,,,,,,,
Cattle Clinic,,,,"CR8R+GJ Samaguri, Assam",,26.4189384,92.8446824,2,Samaguri,nagaon,clinics,results_clinics_Samaguri_Nagaon.json,,,,,,,"Samaguri, Nagaon, Assam, 782140, India",222599658.0
Mamoni Medical Store,,098641 72797,,"CR7V+XM Samaguri, Assam",,26.4189384,92.8446824,8,Samaguri,nagaon,clinics,results_clinics_Samaguri_Nagaon.json,,,,,,,"Samaguri, Nagaon, Assam, 782140, India",222599658.0
HEALTHCARE CLINIC SIXMILE,,,healthcareclinicsixmile.com,"4RM5+RR Guwahati, Assam",photon.komoot.io,26.14725255,91.81362718240864,1,Six Mile,guwahati,clinics,results_clinics_Six_Mile_Guwahati.json,,,,,,,,
GNRC Sixmile Outpatient Clinic,,1800 345 0022,gnrchospitals.com,"4RJ5+GG Guwahati, Assam",photon.komoot.io,26.172266468232824,91.72626999285433,2,Six Mile,guwahati,clinics,results_clinics_Six_Mile_Guwahati.json,,,,,,,,
GNRC Hospital Six-Mile Branch,,,,"4RJ5+F4 Guwahati, Assam",photon.komoot.io,26.14725255,91.81362718240864,3,Six Mile,guwahati,clinics,results_clinics_Six_Mile_Guwahati.json,,,,,,,,
Life Line Clinic,,,,"4RM5+3G Guwahati, Assam",photon.komoot.io,26.14725255,91.81362718240864,4,Six Mile,guwahati,clinics,results_clinics_Six_Mile_Guwahati.json,,,,,,,,
Life Care Super Speciality Clinic And Diagnostic Centre,,069007 73993,lifecareghy.com,"4RH4+VV Guwahati, Assam",photon.komoot.io,26.12320688322933,91.80593957447743,5,Six Mile,guwahati,clinics,results_clinics_Six_Mile_Guwahati.json,,,,,,,,
Apollo Clinic - Dispur | Best Multi-Speciality Clinic in Guwahati,,076638 12002,apolloclinicguwahati.co.in,"4QQX+6J Guwahati, Assam",photon.komoot.io,26.1391533,91.7994699,8,Six Mile,guwahati,clinics,results_clinics_Six_Mile_Guwahati.json,,,,,,,,
Urban Primary Health Centre (Urban PHC),,,,"RQJV+JJ Silchar, Assam",,24.830302,92.7875689,7,Tarapur,silchar,clinics,results_clinics_Tarapur_Silchar.json,,,,,,,"Bhasha Shahid, Tarapur, Silchar, Cachar, Assam, 788014, India",224184690.0
Dr. Dilip Ghosal Clinic,,,,"5QV3+62 Guwahati, Assam",photon.komoot.io,26.1823701,91.7501234,2,Uzan Bazaar,guwahati,clinics,results_clinics_Uzan_Bazaar_Guwahati.json,,,,,,,,
Psychiatric Clinic,,,,"5QR2+RW Guwahati, Assam",photon.komoot.io,26.19187435,91.7556458,4,Uzan Bazaar,guwahati,clinics,results_clinics_Uzan_Bazaar_Guwahati.json,,,,,,,,
Care n Cure with Homoeopathy,,093951 20866,,"5QR4+R5 Guwahati, Assam",photon.komoot.io,26.19187435,91.7556458,5,Uzan Bazaar,guwahati,clinics,results_clinics_Uzan_Bazaar_Guwahati.json,,,,,,,,
Thyrocare Aarogyam Center,,,shorturl.at,"5QFG+MJ Guwahati, Assam",photon.komoot.io,26.1753871,91.7774522,4,Zoo Road,guwahati,clinics,results_clinics_Zoo_Road_Guwahati.json,,,,,,,,
Dr. Pran Pratim Saikia MD,,070026 46881,aarogyamcenter.com,"5QFG+MJ Zoo Road Tiniali, Guwahati, Assam",photon.komoot.io,26.17769011065146,91.77581460610313,8,Zoo Road,guwahati,clinics,results_clinics_Zoo_Road_Guwahati.json,,,,,,,,
TOWN CLUB SILCHAR,,,,RQHW+V68,photon.komoot.io,24.828376837378645,92.7976887535503,1,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,,
India Club,,,,RQHR+PXP,photon.komoot.io,24.819358,92.795703,2,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,,
Hotel Cachar Club,,099575 63903,hotelcacharclub.com,"RRH2+R2 Silchar, Assam",,24.8297232,92.8002807,3,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,"Club Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223800268.0
Rotary Club Of Silchar,,,,RQJV+827,photon.komoot.io,24.819358,92.795703,7,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,,
JAJABOR CLUB SENCHOWA,,,facebook.com,"8MG5+45 Senchowa, Assam",photon.komoot.io,26.158848664627,91.7848203670807,3,Bordowa,nagaon,club,results_club_Bordowa_Nagaon.json,,,,,,,,
Netaji Sangha,,,,"8MPQ+QQ Nagaon, Assam",photon.komoot.io,26.3363034,92.6867076,5,Bordowa,nagaon,club,results_club_Bordowa_Nagaon.json,,,,,,,,
Comedy riky,,,,"FCCV+W6 Gayan Gaon, Assam",photon.komoot.io,26.2051641,92.5417275,6,Dhing,nagaon,club,results_club_Dhing_Nagaon.json,,,,,,,,
Trunk Road Youth Quire Club,,,,RQJX+J27,photon.komoot.io,24.818067712481383,92.79502503664992,8,Dolu Lake surroundings,silchar,club,results_club_Dolu_Lake_surroundings_Silchar.json,,,,,,,,
Guwahati Gymkhana Club,,0361 223 3140,,"4QWQ+7R Guwahati, Assam",photon.komoot.io,26.14582195,91.78943006308424,2,Hatigaon,guwahati,club,results_club_Hatigaon_Guwahati.json,,,,,,,,
91 Yards Club,,060018 21021,91yardsclub.com,"4PWP+7X Guwahati, Assam",photon.komoot.io,26.18244466006767,91.75596897807904,5,Kahilipara,guwahati,club,results_club_Kahilipara_Guwahati.json,,,,,,,,
ozone bar,,,,5QJ2+4G5,photon.komoot.io,26.1806191,91.7510559,1,Paltan Bazaar,guwahati,club,results_club_Paltan_Bazaar_Guwahati.json,,,,,,,,
PRINCE BAR,,,,"5QJ2+8X Guwahati, Assam",photon.komoot.io,26.1806191,91.7510559,6,Paltan Bazaar,guwahati,club,results_club_Paltan_Bazaar_Guwahati.json,,,,,,,,
Guwahati Lounge,,,,5PMX+2MP,photon.komoot.io,26.1823701,91.7501234,6,Pan Bazaar,guwahati,club,results_club_Pan_Bazaar_Guwahati.json,,,,,,,,
India Club Indoor Stadium,,,,RQHV+Q9R,photon.komoot.io,24.8283093,92.7873196,6,Srikona Bara Bazaar,silchar,club,results_club_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,
Club 9 Bar,,086388 41401,,"5QF5+CQ Guwahati, Assam",photon.komoot.io,26.1732756,91.75941575,1,Ulubari,guwahati,club,results_club_Ulubari_Guwahati.json,,,,,,,,
Ulubari Boxing Club,,,,"5QC5+R7 Guwahati, Assam",photon.komoot.io,26.17440009544765,91.76759398921246,5,Ulubari,guwahati,club,results_club_Ulubari_Guwahati.json,,,,,,,,
Surjya,,,,5QP4+XPG,photon.komoot.io,26.19187435,91.7556458,1,Uzan Bazaar,guwahati,club,results_club_Uzan_Bazaar_Guwahati.json,,,,,,,,
"Gurucharan University, SILCHAR",,060016 98390,gurucharanuniversity.ac.in,"RQ8R+WC Silchar, Assam",photon.komoot.io,24.818241129144106,92.79663652366068,1,Ambicapatty,silchar,colleges,results_colleges_Ambicapatty_Silchar.json,,,,,,,,
Cachar College,,,cacharcollege.ac.in,"RQJX+JP Silchar, Assam",photon.komoot.io,24.8283093,92.7873196,3,Ambicapatty,silchar,colleges,results_colleges_Ambicapatty_Silchar.json,,,,,,,,
"Assam University, Silchar",,,aus.ac.in,"MQM2+XF Silchar, Assam",,24.830302,92.7875689,7,Ambicapatty,silchar,colleges,results_colleges_Ambicapatty_Silchar.json,,,,,,,"Bhasha Shahid, Tarapur, Silchar, Cachar, Assam, 788014, India",224184690.0
D.D. Baruah College,,,,4RM5+RFV,photon.komoot.io,26.13516755,91.80947434988298,8,Beltola,guwahati,colleges,results_colleges_Beltola_Guwahati.json,,,,,,,,
Raha College,,,rahacollege.co.in,6G96+MP2,photon.komoot.io,26.2287463,92.5085828,3,Bordowa,nagaon,colleges,results_colleges_Bordowa_Nagaon.json,,,,,,,,
