name,address,phone,website,plus_code,lat,lon,result_index,area,city,location_type,source_file,formatted_address,vicinity,place_id,rating,user_ratings_total,types,osm_display_name,osm_place_id,photon_source
Kampur Physiotherapy Doctor - Paramarsha Nagaon,,,facebook.com,"5M76+CP Kampur Town, Assam",26.1884887,92.7369903,6,Kampur,nagaon,clinics,results_clinics_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
PATIENT CARE CENTRE (Dr Lal PathLabs,,084148 94747,,"78GH+MQ Lengerijan Chah Bagicha, Assam",27.286295,95.3258308,5,Naharkatia,dibrugarh,clinics,results_clinics_Naharkatia_Dibrugarh.json,,,,,,,,,photon.komoot.io
AAROGYA HOME NURSING CARE,,078968 18835,,"78RC+8Q Naharkatia, Assam",27.286295,95.3258308,7,Naharkatia,dibrugarh,clinics,results_clinics_Naharkatia_Dibrugarh.json,,,,,,,"Naharkatia, Naharkatiya, Dibrugarh, Assam, 786610, India",219977775.0,
NIRNAY CLINIC & DIAGNOSTICS,,087230 12333,nirnaylifecare.in,"6GHC+52 Roha, Assam",26.2225777,92.5152684,2,Raha,nagaon,clinics,results_clinics_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
"Supplementary Health Centre, Raha",,,,"6GH9+29 Roha, Assam",26.2006913,92.51459232718932,5,Raha,nagaon,clinics,results_clinics_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Cattle Clinic,,,,"CR8R+GJ Samaguri, Assam",26.4189384,92.8446824,2,Samaguri,nagaon,clinics,results_clinics_Samaguri_Nagaon.json,,,,,,,"Samaguri, Nagaon, Assam, 782140, India",222599658.0,
Mamoni Medical Store,,098641 72797,,"CR7V+XM Samaguri, Assam",26.4189384,92.8446824,8,Samaguri,nagaon,clinics,results_clinics_Samaguri_Nagaon.json,,,,,,,"Samaguri, Nagaon, Assam, 782140, India",222599658.0,
Urban Primary Health Centre (Urban PHC),,,,"RQJV+JJ Silchar, Assam",24.830302,92.7875689,7,Tarapur,silchar,clinics,results_clinics_Tarapur_Silchar.json,,,,,,,"Bhasha Shahid, Tarapur, Silchar, Cachar, Assam, 788014, India",224184690.0,
Dr. Dilip Ghosal Clinic,,,,"5QV3+62 Guwahati, Assam",26.1823701,91.7501234,2,Uzan Bazaar,guwahati,clinics,results_clinics_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Psychiatric Clinic,,,,"5QR2+RW Guwahati, Assam",26.19187435,91.7556458,4,Uzan Bazaar,guwahati,clinics,results_clinics_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Care n Cure with Homoeopathy,,093951 20866,,"5QR4+R5 Guwahati, Assam",26.19187435,91.7556458,5,Uzan Bazaar,guwahati,clinics,results_clinics_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Thyrocare Aarogyam Center,,,shorturl.at,"5QFG+MJ Guwahati, Assam",26.1753871,91.7774522,4,Zoo Road,guwahati,clinics,results_clinics_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Dr. Pran Pratim Saikia MD,,070026 46881,aarogyamcenter.com,"5QFG+MJ Zoo Road Tiniali, Guwahati, Assam",26.17769011065146,91.77581460610313,8,Zoo Road,guwahati,clinics,results_clinics_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
TOWN CLUB SILCHAR,,,,RQHW+V68,24.828376837378645,92.7976887535503,1,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
India Club,,,,RQHR+PXP,24.819358,92.795703,2,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Hotel Cachar Club,,099575 63903,hotelcacharclub.com,"RRH2+R2 Silchar, Assam",24.8297232,92.8002807,3,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,"Club Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223800268.0,
Rotary Club Of Silchar,,,,RQJV+827,24.819358,92.795703,7,Ambicapatty,silchar,club,results_club_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
JAJABOR CLUB SENCHOWA,,,facebook.com,"8MG5+45 Senchowa, Assam",26.158848664627,91.7848203670807,3,Bordowa,nagaon,club,results_club_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Netaji Sangha,,,,"8MPQ+QQ Nagaon, Assam",26.3363034,92.6867076,5,Bordowa,nagaon,club,results_club_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Comedy riky,,,,"FCCV+W6 Gayan Gaon, Assam",26.2051641,92.5417275,6,Dhing,nagaon,club,results_club_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Trunk Road Youth Quire Club,,,,RQJX+J27,24.818067712481383,92.79502503664992,8,Dolu Lake surroundings,silchar,club,results_club_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
India Club Indoor Stadium,,,,RQHV+Q9R,24.8283093,92.7873196,6,Srikona Bara Bazaar,silchar,club,results_club_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Surjya,,,,5QP4+XPG,26.19187435,91.7556458,1,Uzan Bazaar,guwahati,club,results_club_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
"Gurucharan University, SILCHAR",,060016 98390,gurucharanuniversity.ac.in,"RQ8R+WC Silchar, Assam",24.818241129144106,92.79663652366068,1,Ambicapatty,silchar,colleges,results_colleges_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Cachar College,,,cacharcollege.ac.in,"RQJX+JP Silchar, Assam",24.8283093,92.7873196,3,Ambicapatty,silchar,colleges,results_colleges_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
"Assam University, Silchar",,,aus.ac.in,"MQM2+XF Silchar, Assam",24.830302,92.7875689,7,Ambicapatty,silchar,colleges,results_colleges_Ambicapatty_Silchar.json,,,,,,,"Bhasha Shahid, Tarapur, Silchar, Cachar, Assam, 788014, India",224184690.0,
Raha College,,,rahacollege.co.in,6G96+MP2,26.2287463,92.5085828,3,Bordowa,nagaon,colleges,results_colleges_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Nagaon G.N.D.G Commerce college,,03672 255 044,ngndgccollege.edu.in,9P34+4QH,26.3542443,92.6970396,1,Dhing,nagaon,colleges,results_colleges_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
"President Office, Dhing College Students' Union",,,facebook.com,"FF4P+RQ Dhing, Assam",26.4582273,92.4819173,2,Dhing,nagaon,colleges,results_colleges_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
"College of Education, Nagaon",,03672 232 136,collegeofeducation.co.in,9M3W+5C3,26.3542443,92.6970396,7,Dhing,nagaon,colleges,results_colleges_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Ramanujan Senior Secondary School,,094351 62455,ramanujanjuniorcollege.com,"9M4P+5G Nagaon, Assam",26.360184,92.690182,7,Haibargaon,nagaon,colleges,results_colleges_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Tinsukia College,,094357 36364,tinsukiacollege.in,"F9X7+4P Tinsukia, Assam",27.470808,95.3365782,2,Naharkatia,dibrugarh,colleges,results_colleges_Naharkatia_Dibrugarh.json,,,,,,,,,photon.komoot.io
Cotton University,,0361 273 3530,cottonuniversity.ac.in,"5PPW+XM Guwahati, Assam",26.182565,91.7405855,1,Pan Bazaar,guwahati,colleges,results_colleges_Pan_Bazaar_Guwahati.json,,,,,,,"Hem Baruah Road, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223530699.0,
"Assam Institute of Mass Communication and Media Research, Uzan Bazar",,088760 64855,,"5QR4+26 Guwahati, Assam",26.1823701,91.7501234,3,Uzan Bazaar,guwahati,colleges,results_colleges_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Kamrup College Of Vocational Training,,098540 19269,kcvtghy.com,"5QP4+7V Guwahati, Assam",26.1849139,91.756824,4,Uzan Bazaar,guwahati,colleges,results_colleges_Uzan_Bazaar_Guwahati.json,,,,,,,"Guwahati Club, Guwahati, Kamrup Metropolitan, Assam, 781015, India",222534890.0,
Guwahati College,,082550 49827,,"5QPQ+9C Guwahati, Assam",26.1852211,91.7886629,8,Uzan Bazaar,guwahati,colleges,results_colleges_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Dhing Athgaon Majalia School Playground,,,,"FFCF+5P Dhing, Assam",26.4582273,92.4819173,3,centers Dhing,nagaon,community,results_community_centers_Dhing_Nagaon.json,,,,,,,"Dhing, Nagaon, Assam, 782123, India",223403382.0,
DHING ADHAR CENTER,,091010 09416,,"FF3P+MF Dhing, Assam",26.4582273,92.4819173,4,centers Dhing,nagaon,community,results_community_centers_Dhing_Nagaon.json,,,,,,,"Dhing, Nagaon, Assam, 782123, India",223403382.0,
Dhing Karate-Do Academy,,,,"FF5M+GV Dhing, Assam",26.4582273,92.4819173,8,centers Dhing,nagaon,community,results_community_centers_Dhing_Nagaon.json,,,,,,,"Dhing, Nagaon, Assam, 782123, India",223403382.0,
Bihutoli,,,,"984H+JC Duliajan Oil Town, Duliajan, Assam",27.3559134,95.3192307,5,centers Duliajan,dibrugarh,community,results_community_centers_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Priscilla Centre,,094355 59108,,"5PMR+Q5 Guwahati, Assam",26.182565,91.7405855,4,centers Fancy Bazaar,guwahati,community,results_community_centers_Fancy_Bazaar_Guwahati.json,,,,,,,"Hem Baruah Road, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223530699.0,
Milan Mandir,,,,"RRJ3+JJ Silchar, Assam",24.81836696610793,92.7958954362388,3,centers Gandhibag Park area,silchar,community,results_community_centers_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Ananda Parishad,,,,RQHR+JF4,24.819358,92.795703,4,centers Gandhibag Park area,silchar,community,results_community_centers_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Binapani Natya Mandir,,,,"9M3J+39 Nagaon, Assam",26.3514459,92.6750092,1,centers Haibargaon,nagaon,community,results_community_centers_Haibargaon_Nagaon.json,,,,,,,"Haibargaon, Nagaon, Assam, 782001, India",222023230.0,
CIRC Digital Hub,,,circnagaon.wuaze.com,"9M5P+FH Nagaon, Assam",26.3571901,92.6754505,5,centers Haibargaon,nagaon,community,results_community_centers_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Nagaon puhar foundation,,086384 65463,,"8MQ8+69 Khutikatia, Assam",26.3386126,92.6664406,8,centers Kampur,nagaon,community,results_community_centers_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
Herbalife nutrition center,,,,"CR8V+M9 Samaguri, Assam",26.2339864,92.527442,8,centers Samaguri,nagaon,community,results_community_centers_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Biditrisha Education Hub,,097073 11094,,"RPQ8+MQ Srikona, Assam",24.8388178,92.717456,4,centers Srikona Bara Bazaar,silchar,community,results_community_centers_Srikona_Bara_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Satindra Mohan Dev Stadium,,,,RQHX+WG4,24.8283093,92.7873196,6,centers Tarapur,silchar,community,results_community_centers_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
FLEX ZONE FITNESS,,076639 87754,,"RQHF+PG Silchar, Assam",24.828197733067974,92.77405638020213,8,centers Tarapur,silchar,community,results_community_centers_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
Priya Palace Community Center,,098540 50566,,"5QC6+8J Guwahati, Assam",26.17440009544765,91.76759398921246,5,centers Zoo Road,guwahati,community,results_community_centers_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Gandhi Bhawan,,,,"RQGX+J4 Silchar, Assam",24.8270921,92.798397,6,centers Ambicapatty,silchar,convention,results_convention_centers_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Swagat Banquet,,,,"RRVM+9H Silchar, Assam",28.0997779,81.6661325,3,centers Badarpur,silchar,convention,results_convention_centers_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
Celebration Banquet Hall,,094350 71632,,RQHV+R4C,24.8283093,92.7873196,6,centers Badarpur,silchar,convention,results_convention_centers_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
Hotel Raj Palace,,0373 232 4933,,"FWM2+G7 Dibrugarh, Assam",27.4854679,95.0170764,1,centers Duliajan,dibrugarh,convention,results_convention_centers_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Terapanth Dharamsthal (Bhawan),,099456 00701,,"5PHR+Q3 Guwahati, Assam",26.1786132,91.7343991,1,centers Fancy Bazaar,guwahati,convention,results_convention_centers_Fancy_Bazaar_Guwahati.json,,,,,,,"Assam Trunk Rd, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223616720.0,
Rambha Madhav Amravati Marriage Hall,,087218 43020,rambhama.rf.gd,"4QMP+3P Guwahati, Assam",26.1764006,91.7569564,4,centers Hatigaon,guwahati,convention,results_convention_centers_Hatigaon_Guwahati.json,,,,,,,"Hatigaon sijubari Mazar, B. Baruah Road, Islumpur, Ulubari, Guwahati, Kamrup Metropolitan, Assam, 781015, India",399731128.0,
Silchar Court,,03842 233 860,cacharjudiciary.gov.in,"RRJ3+26 Silchar, Assam",24.8296826,92.802086,1,complexes Ambicapatty,silchar,court,results_court_complexes_Ambicapatty_Silchar.json,,,,,,,"Court Road, Tarapur, Silchar, Cachar, Assam, 788014, India",222090473.0,
"Chief Judicial Magistrate, Silchar",,,,RRH2+WWH,24.8283093,92.7873196,2,complexes Ambicapatty,silchar,court,results_court_complexes_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
District And Sessions Judge Residential Quarter,,,,RQJW+J6C,24.8283093,92.7873196,3,complexes Badarpur,silchar,court,results_court_complexes_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
District Legal Services Authority,,,,RRH3+Q62,24.8283093,92.7873196,5,complexes Gandhibag Park area,silchar,court,results_court_complexes_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
DSA badminton indoor stadium,,,,RQHX+H6W,24.8283093,92.7873196,7,complexes Gandhibag Park area,silchar,court,results_court_complexes_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Family Court Guwahati,,,,5QC4+Q78,26.175003,91.7576927,4,complexes Uzan Bazaar,guwahati,court,results_court_complexes_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Chief Judicial Magistrate Court Kamrup (M),,0361 254 0110,,5PQW+QC2,26.1806191,91.7510559,5,complexes Uzan Bazaar,guwahati,court,results_court_complexes_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Foreigners tribunal,,,,5QM5+F26,26.1849139,91.756824,7,complexes Uzan Bazaar,guwahati,court,results_court_complexes_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
BAPPA BASS PRODUCTION / ACADEMY,,,,"9M2J+F2 Nagaon, Assam",26.3514459,92.6750092,7,centers Bordowa,nagaon,cultural,results_cultural_centers_Bordowa_Nagaon.json,,,,,,,"Haibargaon, Nagaon, Assam, 782001, India",222661123.0,
Rashtriya Computer Literacy Drive (RCLD),,,,"9M4P+3J Nagaon, Assam",26.360184,92.690182,8,centers Bordowa,nagaon,cultural,results_cultural_centers_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
"Physics tuition centre, Dhing,Nagaon,Assam",,088761 64675,youtu.be,"FF2J+XC Bechamari, Assam",26.4674,92.5418691,1,centers Dhing,nagaon,cultural,results_cultural_centers_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Beenachchhandam Sangeet Mahavidyalaya,,097069 45157,bsmvsilchar.org,"RRJ2+RV Silchar, Assam",24.830302,92.7875689,3,centers Gandhibag Park area,silchar,cultural,results_cultural_centers_Gandhibag_Park_area_Silchar.json,,,,,,,"Bhasha Shahid, Tarapur, Silchar, Cachar, Assam, 788014, India",223082978.0,
ACTiViTiEZ Dance & Fitness Studio,,088767 87820,,"9M48+83 Nagaon, Assam",26.3561155,92.6648975,7,centers Haibargaon,nagaon,cultural,results_cultural_centers_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
ASSAM PEARL CULTURE AND TRAINING CENTRE,,,,"5PPX+7C Guwahati, Assam",26.1853572,91.7472062,3,centers Pan Bazaar,guwahati,cultural,results_cultural_centers_Pan_Bazaar_Guwahati.json,,,,,,,"pan bazar, Ananda Ram Baruah Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",389203122.0,
Maa Mamoni Dance Academy,,,,"6GJ9+7G Roha, Assam",26.2308036,92.5188148,4,centers Raha,nagaon,cultural,results_cultural_centers_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
"Assam Cultural Complex, Rupnagar Namghar",,,,5Q75+VJH,26.175003,91.7576927,1,centers Ulubari,guwahati,cultural,results_cultural_centers_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Pragjyoti ITA Centre for Performing Arts,,0361 263 1139,,"5PHM+GW Guwahati, Assam",26.1755052,91.734023,3,centers Ulubari,guwahati,cultural,results_cultural_centers_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
BRAHMAKUMARIS REGIONAL CENTER,,094350 10527,brahmakumaris.org,5Q85+6MP,26.175003,91.7576927,5,centers Ulubari,guwahati,cultural,results_cultural_centers_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Brahmaputra River Heritage Centre,,,brahmaputraheritage.org,5PQV+H2F,26.1823701,91.7501234,6,centers Ulubari,guwahati,cultural,results_cultural_centers_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Gandhi Mandap,,,,"5QH9+24 Guwahati, Assam",26.175003,91.7576927,7,centers Ulubari,guwahati,cultural,results_cultural_centers_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Guwahati Bihu Sanmilani,,,,"5QR2+6Q Guwahati, Assam",26.1823701,91.7501234,4,centers Uzan Bazaar,guwahati,cultural,results_cultural_centers_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Kumar Bhaskar Natya Mandir,,,,5QR3+5QR,26.19187435,91.7556458,8,centers Uzan Bazaar,guwahati,cultural,results_cultural_centers_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Silchar Driving Centre,,070021 84592,,"RQCX+68 Silchar, Assam",24.7751968,92.79714034031554,4,schools Ambicapatty,silchar,driving,results_driving_schools_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Car Driving Centre,,088764 46483,,"QQRV+R6 Birbal Bazar, Silchar, Assam",24.7829398,92.7964369,8,schools Ambicapatty,silchar,driving,results_driving_schools_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Himalaya Driving School Nagaon,,,,"8MC2+FV Niz Hatichung, Assam",26.3166639,92.5785456,3,schools Bordowa,nagaon,driving,results_driving_schools_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
"Sriguru Motor Driving School, Dimoruguri Nagaon .Assam",,094018 75060,,"8PW9+99 Dimoruguri, Assam",26.172266468232824,91.72626999285433,4,schools Bordowa,nagaon,driving,results_driving_schools_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Bastab Driving School,,099543 74559,,"68XF+6M Morigaon, Assam",26.248606,92.3387945,5,schools Dhing,nagaon,driving,results_driving_schools_Dhing_Nagaon.json,,,,,,,"Morigaon DC office, 1st building, SH3, Kamalabari, Marigaon, Assam, 782105, India",222258477.0,
G.E. Institute ( Govt and DTO approved),,099544 00342,,"FWJ8+5C Dibrugarh, Assam",27.47236880462928,94.923447203951,3,schools Duliajan,dibrugarh,driving,results_driving_schools_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Guwahati,,,,"9M2P+66 Nagaon, Assam",26.3507875,92.68461767315618,6,schools Haibargaon,nagaon,driving,results_driving_schools_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Ujja bora,,,,8MXM+6G3,26.3514459,92.6750092,7,schools Haibargaon,nagaon,driving,results_driving_schools_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Ennas ali,,,,8MXM+6G3,26.3514459,92.6750092,8,schools Haibargaon,nagaon,driving,results_driving_schools_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
RI Driving School,,084538 28059,ridrivingschool.com,"5QMM+G7 Guwahati, Assam",26.1908219,91.7992351,6,schools Raha,nagaon,driving,results_driving_schools_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
"Maruti Suzuki Driving School (Poddar Car World, Guwahati, Rajgarh)",,070860 29333,pcwmaruti.com,"5QCC+PH Guwahati, Assam",26.176763765226863,91.77348188119409,4,schools Ulubari,guwahati,driving,results_driving_schools_Ulubari_Guwahati.json,,,,,,,,,photon.komoot.io
Sugo Driving Class,,,,"5QFF+GR Guwahati, Assam",26.1753871,91.7774522,3,schools Zoo Road,guwahati,driving,results_driving_schools_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Smart Driving school - Best Driving School in Guwahati,,086381 50184,,"5Q9P+82 Guwahati, Assam",26.124568,91.7855427,5,schools Zoo Road,guwahati,driving,results_driving_schools_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Elite Driving Academy,,088762 67775,,"5QFW+5X Guwahati, Assam",26.1753871,91.7774522,8,schools Zoo Road,guwahati,driving,results_driving_schools_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
tirupati enterprise,,0361 254 1788,,"5PJQ+G2 Guwahati, Assam",26.1786132,91.7343991,5,Fancy Bazaar,guwahati,enterprise,results_enterprise_Fancy_Bazaar_Guwahati.json,,,,,,,"Assam Trunk Rd, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223616720.0,
Shankar Enterprise,,098647 56136,,"5PPR+8W Guwahati, Assam",26.1853572,91.7472062,2,Pan Bazaar,guwahati,enterprise,results_enterprise_Pan_Bazaar_Guwahati.json,,,,,,,"pan bazar, Ananda Ram Baruah Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",389203122.0,
Laxmi Narayan Wedding Hall,,,,"RQ7X+M9 Silchar, Assam",24.81371012285305,92.80040051451893,3,halls Badarpur,silchar,exhibition,results_exhibition_halls_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
"DC Conference Hall, Cachar (New Hall)",,094350 71632,,RQHV+R4C,24.8283093,92.7873196,5,halls Badarpur,silchar,exhibition,results_exhibition_halls_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
Khagen Mahanta Auditorium,,,,"8MWJ+P5 Nagaon, Assam",26.3514459,92.6750092,5,halls Haibargaon,nagaon,exhibition,results_exhibition_halls_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Ardhanginee Wedding and Multipurpose Hall | Open Space,,070024 65989,g.co,"7MRR+M5 Dewdhar, Assam",26.2471265,92.5365113,5,halls Kampur,nagaon,exhibition,results_exhibition_halls_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
Aashi Apsara Luxury Wedding & Event Destination,,,,"5QH3+3Q Guwahati, Assam",26.1772201,91.7543947,5,halls Uzan Bazaar,guwahati,exhibition,results_exhibition_halls_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Hotel Parnil Palace Banquet Hall,,,,"5QFG+HW Guwahati, Assam",26.1753871,91.7774522,4,halls Zoo Road,guwahati,exhibition,results_exhibition_halls_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Bakes And Fries,,099571 92669,,"4QPP+Q6 Guwahati, Assam",26.1764006,91.7569564,3,food Hatigaon,guwahati,fast,results_fast_food_Hatigaon_Guwahati.json,,,,,,,"Hatigaon sijubari Mazar, B. Baruah Road, Islumpur, Ulubari, Guwahati, Kamrup Metropolitan, Assam, 781015, India",399731128.0,
Mintu's fast food,,094350 41397,,"5PMW+QR Guwahati, Assam",26.1853572,91.7472062,1,food Pan Bazaar,guwahati,fast,results_fast_food_Pan_Bazaar_Guwahati.json,,,,,,,"pan bazar, Ananda Ram Baruah Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",389203122.0,
Ferry Ghat Badarpurghat,,,,VHFG+GH4,24.8741217,92.5823262,1,Badarpur,silchar,ferries,results_ferries_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
Majgaon Ferry Ghat,,,asiwt.in,5PPC+9R8,26.1862405,91.7220828,2,Bordowa,nagaon,ferries,results_ferries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Uzan Bazar Govt. Ferry Ghat (Umananda Ghat Govt.),,,,"5PQR+35 Guwahati, Assam",26.1799322,91.7362163,3,Bordowa,nagaon,ferries,results_ferries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Guwahati Madhyamkhanda Ferry Service,,,,5PMQ+XG8,26.1799322,91.7362163,4,Bordowa,nagaon,ferries,results_ferries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Fancy Ferry Ghat,,,,5PJP+JJV,26.1755052,91.734023,6,Bordowa,nagaon,ferries,results_ferries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Fancy Bazaar - North Guwahati Ferry,,,,5PJP+M7P,26.18177245,91.6689672212636,7,Bordowa,nagaon,ferries,results_ferries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Nimati Ghat,,,,V66R+GR2,26.2629036,91.6697973,8,Bordowa,nagaon,ferries,results_ferries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Dhunaguri ghat,,,,"X2GV+XQ Kaniajan No.2, Assam",26.1413108,91.666460997616,7,Dhing,nagaon,ferries,results_ferries_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Haibargaon,,,,"9M4F+82 Nagaon, Assam",26.3482238,92.6858215,7,Haibargaon,nagaon,ferries,results_ferries_Haibargaon_Nagaon.json,,,,,,,"Nagaon, Assam, 782001, India",223868039.0,
Inland Water Transportaion Deptt Ferry,,,,"VPFH+33 Manikpur, Assam",26.1636522,91.7827055,8,Khaspur,silchar,ferries,results_ferries_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Guwahati Kuruwa Ferry Ghat,,,,"5QV2+8C Guwahati, Assam",26.2054257,91.74178000547931,2,Uzan Bazaar,guwahati,ferries,results_ferries_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Ferry stand,,,,5PMQ+J9H,26.1823279,91.7407187,5,Uzan Bazaar,guwahati,ferries,results_ferries_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Umananda Ghat,,,,"5PPR+P3 Guwahati, Assam",26.19187435,91.7556458,7,Uzan Bazaar,guwahati,ferries,results_ferries_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Guwahati Rajaduwar Ferry Service,,,,5PPQ+4H6,26.1799322,91.7362163,6,Zoo Road,guwahati,ferries,results_ferries_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Fire Brigade,,,cachar.gov.in,"RQHR+JM Silchar, Assam",24.8283093,92.7873196,1,stations Dolu Lake surroundings,silchar,fire,results_fire_stations_Dolu_Lake_surroundings_Silchar.json,,,,,,,"Tarapur, Silchar, Cachar, Assam, 788014, India",224243513.0,
North Guwahati Fire and Emergency Services Station,,,,5PVC+9PF,26.19247875,91.69463568731132,5,stations Uzan Bazaar,guwahati,fire,results_fire_stations_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
